Name,RAT,POS,VER,Price,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS
Wout Weghorst,88,ST  CF,ShowDown SBC  Lengthy,313.85K,4,4,H \ H,87,90,80,87,60,94,"197cm | 6'6""  High & Average (84kg)",2421,498,2361
Steven Berghuis,88,CAM  RW,Eredivisie POTM SBC  Controlled,28.2K,4,3,H \ M,87,88,89,88,47,77,"182cm | 6'0""  Lean (75kg)",218,476,2285
Amath Ndiaye,88,"LM  RM,ST,LW",Fantasy  Explosive,20.25K,4,4,M \ M,96,83,82,90,64,81,"173cm | 5'8""  Lean (70kg)",307,496,2371
Antoine Griezmann,88,"ST  CF,RW",TIF  Explosive,18K,4,3,M \ M,87,88,88,91,58,80,"176cm | 5'9""  Unique (73kg)",592,492,2444
Marcus Rashford,88,"LW  LM,ST",PL POTM SBC  Controlled,598.4K,5,3,M \ L,93,88,84,87,49,82,"186cm | 6'1""  Unique (70kg)",-7472,483,2319
Emre Can,88,"CM  CB,CDM",Fantasy  Lengthy,30K,3,4,M \ H,86,84,84,87,89,93,"186cm | 6'1""  High & Stocky (86kg)",1447,523,2496
Ömer Toprak,88,CB,Fantasy  Lengthy,25.25K,2,4,M \ M,81,50,73,79,91,89,"186cm | 6'1""  High & Average (83kg)",130,463,2172
Christian Benteke,88,ST  CF,Fantasy  Lengthy,18.5K,4,4,M \ L,87,92,79,87,45,92,"190cm | 6'3""  High & Average (83kg)",509,482,2320
Dante,88,ST  CF,Out Of Position SBC  Lengthy,60.9K,3,5,H \ L,88,91,82,84,74,89,"189cm | 6'2""  High & Average (91kg)",939,508,2438
Jonathan David,88,ST  CF,FIF  Controlled,15K,3,5,H \ H,91,89,81,88,43,81,"180cm | 5'11""  Average (77kg)",593,473,2248
Domenico Berardi,88,RM  RW,SIF  Controlled,19K,4,3,M \ M,88,87,85,90,41,76,"183cm | 6'0""  Lean (72kg)",96,467,2258
Kevin Lasagna,88,ST  CF,Objectives  Controlled,0,4,4,H \ L,93,86,80,88,52,75,"186cm | 6'1""  High & Average+ (80kg)",166,474,2295
Scott McTominay,88,CDM  CM,Objectives  Lengthy,0,3,4,M \ H,81,83,82,84,86,93,"193cm | 6'4""  High & Average (88kg)",1174,509,2387
Nacho Fernández,88,CB  LB,Objectives  Controlled,0,2,4,L \ H,83,43,75,77,89,88,"180cm | 5'11""  Average (76kg)",1578,455,2122
Luis Díaz,88,LW  LM,FUT Ballers SBC  Explosive,0,4,4,H \ M,93,86,81,92,37,80,"180cm | 5'11""  Lean (73kg)",2875,469,2235
Patrick Bamford,88,ST  CF,FUT Ballers SBC  Controlled,0,4,3,H \ H,90,86,80,99,50,81,"185cm | 6'1""  High & Average+ (71kg)",1516,486,2322
Dejan Kulusevski,88,"RW  RM,CF",FUT Ballers SBC  Controlled,0,4,4,H \ M,88,85,86,94,62,83,"186cm | 6'1""  High & Average (75kg)",639,498,2377
Jack Grealish,88,"CAM  LM,LW",FUT Ballers SBC  Controlled,15.6K,4,3,H \ M,86,83,87,89,48,75,"180cm | 5'11""  Unique (81kg)",601,468,2181
Douglas Luiz,88,CDM  CM,SIF  Controlled,14.25K,3,2,H \ M,80,77,88,87,85,81,"175cm | 5'9""  Average (66kg)",163,498,2371
Frenkie de Jong,88,CM,IF  Controlled,30K,4,3,H \ M,84,70,87,88,78,80,"180cm | 5'11""  Unique (74kg)",492,487,2314
Viktor Tsygankov,88,RM  RW,SIF  Explosive,16K,4,4,H \ M,93,84,86,88,54,69,"178cm | 5'10""  Lean (72kg)",256,474,2249
Victor Osimhen,88,ST  CF,TIF  Controlled,25K,3,4,H \ M,95,88,73,85,46,86,"185cm | 6'1""  High & Average+ (78kg)",573,473,2211
Emerson,88,RWB  RB,FUT Birthday  Controlled,17K,5,3,H \ M,90,72,82,85,86,88,"181cm | 5'11""  Lean (79kg)",2232,503,2344
Joselu,88,ST  CF,FUT Birthday  Controlled,0,5,4,H \ M,88,89,80,88,40,85,"192cm | 6'4""  High & Average+ (80kg)",1048,470,2267
Jorge Resurrección,88,CM  CDM,FUT Birthday  Controlled,19.75K,4,5,M \ M,80,81,90,85,83,84,"176cm | 5'9""  Average (77kg)",-72,503,2410
Jorge Resurrección,88,CM  CDM,FUT Birthday  Controlled,25K,5,4,M \ M,80,81,90,85,83,84,"176cm | 5'9""  Average (77kg)",231,503,2410
Romelu Lukaku,88,ST  CF,IF  Lengthy,18.5K,3,4,M \ L,83,88,78,80,40,84,"191cm | 6'3""  Unique (94kg)",-43,453,2139
Federico Valverde,88,CAM,SIF  Controlled,30K,3,4,H \ H,91,79,84,83,82,84,"182cm | 6'0""  Unique (78kg)",537,503,2347
Khvicha Kvaratskhelia,88,"LW  LM,CAM",POTM Serie A SBC  Controlled,60.65K,4,5,M \ M,92,82,85,90,52,80,"183cm | 6'0""  Average (70kg)",2669,481,2265
Bukayo Saka,88,"RW  RM,LM,LW",PL POTM SBC  Explosive,97.05K,4,4,H \ M,91,84,85,89,70,72,"178cm | 5'10""  Lean (65kg)",884,491,2331
André Onana,88,GK,FUT Birthday  Controlled,0,5,5,M \ M,88,87,91,90,68,86,"190cm | 6'3""  High & Stocky (93kg)",327,510,1136
Antony,88,RW  RM,FUT Birthday  Explosive,24.75K,5,5,H \ M,97,82,84,90,45,77,"174cm | 5'9""  Average (63kg)",793,475,2229
Kai Havertz,88,ST  CF,CL MOTM  Controlled,0,4,4,M \ M,86,86,85,89,53,81,"189cm | 6'2""  Unique (82kg)",167,480,2297
Mike Maignan,88,GK,CL MOTM  Controlled,32.5K,1,4,M \ M,86,84,86,90,52,87,"191cm | 6'3""  High & Average (89kg)",246,485,1138
Edmond Tapsoba,88,CB,Europa League MOTM  Lengthy,32.5K,2,3,M \ H,80,61,74,78,90,87,"194cm | 6'4""  High & Average (85kg)",306,470,2164
Mattéo Guendouzi,88,CM  CDM,FUT Birthday  Controlled,0,5,4,M \ H,83,82,87,84,86,89,"185cm | 6'1""  High & Average+ (68kg)",925,511,2445
Mattéo Guendouzi,88,CM  CDM,FUT Birthday  Controlled,30K,4,5,M \ H,83,82,87,84,86,89,"185cm | 6'1""  High & Average+ (68kg)",668,511,2445
Adrien Rabiot,88,CM  LM,FUT Birthday SBC  Controlled,136.95K,3,5,M \ M,84,83,86,89,85,87,"192cm | 6'4""  High & Average+ (80kg)",4493,514,2425
Pedro,88,"LW  LM,CF,RW",FUT Birthday SBC  Explosive,114.65K,5,5,H \ L,90,85,86,92,41,63,"169cm | 5'7""  Short & Lean (65kg)",3675,457,2195
Roque Santa Cruz,88,ST  CF,Squad Found. C.L.  Controlled,0,4,5,H \ M,91,92,82,88,53,90,"191cm | 6'3""  High & Average (93kg)",1102,496,2379
Georginio Wijnaldum,88,CDM  CM,IF  Controlled,23.5K,4,4,H \ H,80,81,86,88,85,86,"175cm | 5'9""  Unique (74kg)",496,506,2474
Leroy Sané,88,"RM  RW,LW",SIF  Controlled,18K,4,2,M \ M,92,87,85,89,43,72,"183cm | 6'0""  Unique (80kg)",157,468,2263
Facundo Medina,88,CB,SIF  Lengthy,17.25K,2,2,M \ M,85,46,73,82,88,88,"184cm | 6'0""  Average (77kg)",624,462,2139
Rafael Leão,88,LW  LM,SIF  Controlled,30K,4,4,M \ L,94,83,79,90,31,80,"188cm | 6'2""  High & Average (81kg)",783,457,2140
Kieran Trippier,88,"RB  RWB,RM",SIF  Controlled,17.75K,3,4,M \ M,76,68,87,83,84,78,"173cm | 5'8""  Average (71kg)",38,476,2353
David Soria,88,GK,TIF  Lengthy,12.5K,1,3,M \ M,89,88,82,89,51,88,"192cm | 6'4""  High & Average+ (85kg)",120,487,952
Gonçalo Guedes,88,"ST  LM,CF",UCL Live SBC  Controlled,34.05K,4,4,H \ L,93,90,81,89,44,77,"179cm | 5'10""  Average (68kg)",1954,474,2258
Alessandro Del Piero,88,"CF  CAM,ST",Trophy Titans - ICON  Explosive,23.25K,4,4,M \ M,87,89,84,90,41,70,"174cm | 5'9""  Unique (74kg)",-334,461,2221
Michael Olise,88,"RW  RM,CAM",IF  Explosive,16K,4,3,H \ M,92,82,89,91,62,65,"178cm | 5'10""  Lean (68kg)",611,481,2300
Sergej Milinkovic-Savic,88,CM,SIF  Lengthy,20K,4,5,H \ M,71,84,84,84,81,89,"191cm | 6'3""  High & Average (76kg)",81,493,2362
Michael Owen,88,ST  CF,Trophy Titans - ICON  Explosive,23K,3,4,M \ M,91,88,68,87,32,66,"173cm | 5'8""  Average (70kg)",-154,432,2092
Carlos Vela,88,"RW  RM,CAM,LW",SIF  Controlled,15K,4,4,H \ L,86,88,85,90,37,73,"177cm | 5'10""  Average (77kg)",12,459,2233
Loïs Openda,88,ST  CF,Ligue 1 POTM SBC  Controlled,69K,3,3,H \ L,99,89,83,88,42,90,"174cm | 5'9""  Average (78kg)",-495,491,2310
Camavinga,88,"LB  LWB,CDM",IF  Controlled,55K,4,4,H \ H,88,76,88,90,85,87,"182cm | 6'0""  Lean (68kg)",2455,514,2430
Lucas Paquetá,88,"CM  CAM,CF",IF  Controlled,16K,5,4,H \ H,81,86,87,91,77,85,"180cm | 5'11""  Average (72kg)",397,507,2432
Joey Veerman,88,"CM  CDM,CAM",TOTS  Controlled,21K,3,4,M \ M,81,82,91,88,80,85,"185cm | 6'1""  High & Average (75kg)",-150,507,2396
Dávid Hancko,88,CB  LB,TOTS  Controlled,0,2,3,H \ M,85,75,84,83,88,90,"188cm | 6'2""  High & Average+ (80kg)",279,505,2399
Morata,88,ST  CF,TOTS  Controlled,30K,3,4,H \ M,88,90,80,87,41,87,"190cm | 6'3""  Unique (84kg)",-877,473,2274
Ramy Bensebaini,88,"LB  CB,LWB",TOTS Moments  Controlled,15K,3,4,H \ M,86,74,86,88,88,88,"187cm | 6'2""  High & Average (85kg)",-13,510,2433
Cameron Carter-Vickers,88,CB,TOTS Moments  Lengthy,15K,2,3,M \ H,86,40,69,77,86,89,"183cm | 6'0""  Stocky (92kg)",-69,447,2034
Nicolò Barella,88,CM,CL MOTM  Explosive,32.5K,3,3,H \ H,81,80,85,87,80,83,"172cm | 5'8""  Short & Lean- (68kg)",77,496,2408
Carl Piergianni,88,CB,TOTS  Lengthy,20K,2,3,M \ M,80,46,68,71,88,93,"185cm | 6'1""  High & Stocky (78kg)",13,446,2093
Sam Hoskins,88,"LM  RM,RW,LW",TOTS  Controlled,19K,3,3,H \ H,92,83,88,89,74,90,"173cm | 5'8""  Average (67kg)",0,516,2476
Ahmed Hegazi,88,CB,TOTS  Lengthy,27K,2,3,M \ H,82,32,62,67,90,96,"193cm | 6'4""  High & Average (88kg)",108,429,1938
Marcelo Grohe,88,GK,TOTS  Lengthy,24K,1,2,M \ M,89,88,80,90,52,88,"188cm | 6'2""  High & Average (81kg)",18,487,903
Andre Blake,88,GK,TOTS  Lengthy,21K,1,2,M \ M,90,88,86,91,61,89,"188cm | 6'2""  High & Average (79kg)",54,505,911
Abdülkerim Bardakci,88,CB,TOTS  Lengthy,18K,2,4,H \ H,80,46,74,78,91,93,"190cm | 6'3""  High & Average (80kg)",79,462,2189
Yassine Bounou,88,GK,Europa League MOTM  Controlled,0,1,2,M \ M,91,85,80,91,40,89,"192cm | 6'4""  High & Average+ (78kg)",125,476,916
Francesco Acerbi,88,CB,MOTM  Lengthy,28.5K,3,3,M \ H,70,56,71,71,91,88,"192cm | 6'4""  High & Average (88kg)",25,447,2075
Erik Jorgens de Menezes,88,"LB  LWB,LM",TOTS SBC  Explosive,20.3K,4,4,H \ M,94,70,82,88,85,87,"174cm | 5'9""  Average (73kg)",-410,506,2371
Ahmet Arslan,88,"CM  CDM,CAM",TOTS  Explosive,19K,3,4,H \ H,88,86,89,92,80,82,"180cm | 5'11""  Average (77kg)",118,517,2460
Galeno,88,LM  LW,MOTM  Explosive,16.25K,4,4,H \ M,98,88,80,93,45,80,"179cm | 5'10""  Lean (62kg)",303,484,2294
Jarrod Bowen,88,"RM  RW,ST",Europa Conf MOTM Explosive,30K,4,5,H \ M,92,88,85,90,53,75,"175cm | 5'9""  Average (70kg)",356,483,2301
Christopher Nkunku,88,"CF  CAM,ST",MOTM  Explosive,24.25K,5,3,H \ M,90,85,86,90,68,68,"175cm | 5'9""  Average (73kg)",235,487,2313
Alan Shearer,87,ST  CF,Icon  Lengthy,0,2,3,M \ M,76,88,76,76,53,84,"182cm | 6'0""  Average (78kg)",-200,453,2234
Alessandro Del Piero,87,"CF  CAM,ST",Icon  Explosive,129K,4,5,H \ M,88,88,84,89,40,70,"174cm | 5'9""  Unique (71kg)",1546,459,2210
Ashley Cole,87,LB  LWB,Icon  Controlled,106K,3,2,H \ M,85,65,82,81,86,75,"176cm | 5'9""  Average (66kg)",184,474,2294
Bastian Schweinsteiger,87,"LM  RM,CM,LW",Icon  Controlled,130K,3,3,H \ H,80,86,84,85,70,80,"183cm | 6'0""  Average (76kg)",558,485,2331
Bobby Moore,87,CB,Icon  Controlled,0,2,3,M \ M,70,60,78,73,90,83,"178cm | 5'10""  Average (71kg)",21,454,2237
Carlos Alberto Torres,87,CB  RB,Icon  Controlled,120K,3,4,M \ M,82,62,80,80,88,83,"180cm | 5'11""  Average (77kg)",1063,475,2237
Claude Makélélé,87,"CDM  RM,CM",Icon  Controlled,88K,3,3,L \ H,78,47,77,77,86,85,"174cm | 5'9""  Average (70kg)",821,450,2080
David Beckham,87,CM  RM,Icon  Controlled,110K,3,3,M \ M,78,84,92,85,71,78,"182cm | 6'0""  Unique (75kg)",581,488,2401
Davor Šuker,87,ST  CF,Icon  Controlled,105K,4,4,H \ M,86,90,80,89,42,76,"183cm | 6'0""  Lean (77kg)",717,463,2255
Dennis Bergkamp,87,"CF  CAM,ST",Icon  Controlled,94K,4,4,M \ L,76,85,85,87,39,73,"183cm | 6'0""  Average (78kg)",109,445,2195
Didier Drogba,87,ST  CF,Icon  Lengthy,0,4,4,H \ H,88,87,71,80,43,86,"189cm | 6'2""  High & Average (84kg)",905,455,2179
Edwin van der Sar,87,GK,Icon  Controlled,115K,1,3,M \ M,86,83,84,88,49,86,"197cm | 6'6""  High & Average+ (83kg)",612,476,985
Emilio Butragueño,87,ST  CF,Icon  Explosive,119K,3,5,M \ M,90,86,75,89,40,64,"168cm | 5'6""  Lean (67kg)",1345,444,2153
Fabio Cannavaro,87,CB  RB,Icon  Controlled,0,2,3,M \ H,82,42,60,68,90,81,"176cm | 5'9""  Average (73kg)",890,423,1986
Gary Lineker,87,ST  CF,Icon  Controlled,0,3,4,H \ L,84,88,70,81,40,75,"177cm | 5'10""  Average (74kg)",2,438,2114
Gennaro Gattuso,87,"CDM  RM,CM",Icon  Lengthy,120K,2,3,M \ H,74,62,68,70,87,90,"177cm | 5'10""  Stocky (76kg)",175,451,2107
Gianfranco Zola,87,CF  ST,Icon  Explosive,120K,4,4,H \ M,88,87,85,90,41,64,"168cm | 5'6""  Short & Lean- (66kg)",805,455,2176
Gianluca Zambrotta,87,"LB  RB,LWB",Icon  Controlled,96K,4,5,H \ M,87,70,82,82,86,85,"181cm | 5'11""  Average (76kg)",557,492,2317
Henrik Larsson,87,ST  CF,Icon  Explosive,120K,3,4,M \ M,85,84,77,82,44,71,"178cm | 5'10""  Lean (76kg)",56,443,2194
Hernán Crespo,87,ST  CF,Icon  Controlled,82.5K,4,4,M \ L,86,88,71,86,40,72,"184cm | 6'0""  Average (79kg)",356,443,2143
Hristo Stoichkov,87,"ST  CF,LW",Icon  Controlled,130K,4,3,M \ M,87,88,85,87,44,81,"178cm | 5'10""  Average (73kg)",811,472,2296
Hugo Sánchez,87,ST  CF,Icon  Explosive,0,3,4,M \ M,88,88,78,86,43,70,"176cm | 5'9""  Average (73kg)",333,453,2218
Ian Rush,87,ST  CF,Icon  Controlled,0,3,4,H \ M,86,88,70,83,41,79,"180cm | 5'11""  Lean (78kg)",123,447,2151
Ian Wright,87,ST  CF,Icon  Controlled,100K,3,4,M \ M,85,89,69,82,40,75,"175cm | 5'9""  Average (73kg)",86,440,2128
Javier Zanetti,87,"LB  RB,LWB,LM",Icon  Controlled,0,2,4,H \ H,88,59,82,80,83,80,"178cm | 5'10""  Average (73kg)",555,472,2199
John Barnes,87,"LW  LM,CAM",Icon  Controlled,73K,4,4,H \ M,88,83,82,87,40,82,"182cm | 6'0""  Average (74kg)",286,462,2183
Riquelme,87,CAM,Icon  Controlled,0,5,4,M \ L,68,82,89,90,29,66,"183cm | 6'0""  Average (79kg)",-22,424,2090
Kenny Dalglish,87,"ST  CF,RW",Icon  Explosive,0,4,5,H \ M,87,88,74,88,40,70,"173cm | 5'8""  Lean (72kg)",1270,447,2190
Luis Hernández,87,ST  CF,Icon  Explosive,90K,4,3,H \ M,91,87,73,87,47,68,"175cm | 5'9""  Average (69kg)",1088,453,2220
Marcel Desailly,87,CB  CDM,Icon  Lengthy,89K,2,3,M \ H,84,47,61,61,85,87,"185cm | 6'1""  High & Average+ (79kg)",996,425,1975
Michael Essien,87,CDM  CM,Icon  Controlled,90K,3,4,H \ H,77,71,80,80,86,85,"177cm | 5'10""  Average (85kg)",491,479,2275
Miroslav Klose,87,ST  CF,Icon  Controlled,0,3,4,H \ M,77,85,73,78,41,70,"184cm | 6'0""  Lean (84kg)",-43,424,2099
Paul Scholes,87,CM  CDM,Icon  Controlled,0,3,3,M \ M,68,83,90,78,66,76,"171cm | 5'7""  Short & Lean- (71kg)",-189,461,2298
Philipp Lahm,87,"LB  RB,LWB,CDM",Icon  Explosive,75K,3,3,H \ M,88,70,82,86,85,70,"170cm | 5'7""  Short & Lean- (62kg)",942,481,2327
Kaká,87,CAM,Icon  Controlled,109K,5,4,H \ M,88,80,83,90,41,67,"186cm | 6'1""  Unique (73kg)",1292,449,2127
Rivaldo,87,"CAM  CF,LW",Icon  Controlled,130K,4,2,H \ L,86,87,85,88,42,76,"186cm | 6'1""  High & Average+ (74kg)",247,464,2237
Samuel Eto'o,87,ST  CF,Icon  Controlled,130K,4,4,M \ L,94,89,78,86,43,80,"179cm | 5'10""  Lean (75kg)",2058,470,2259
Sócrates,87,CAM,Icon  Controlled,130K,4,5,M \ L,80,86,87,87,47,82,"192cm | 6'4""  High & Average+ (79kg)",492,469,2264
Sol Campbell,87,CB,Icon  Lengthy,130K,2,3,L \ M,82,44,58,55,87,87,"188cm | 6'2""  High & Stocky (88kg)",421,413,1853
Thierry Henry,87,"LW  LM,RW,ST",Icon  Controlled,140K,4,4,M \ M,93,82,79,87,43,68,"188cm | 6'2""  High & Average+ (79kg)",1039,452,2128
Robin van Persie,87,"ST  LM,CF",Icon  Controlled,96K,4,4,H \ L,87,89,84,90,42,73,"187cm | 6'2""  High & Average (71kg)",1652,465,2234
Park Ji-sung,87,"CAM  RM,LM,LW",World Cup Hero  Controlled,30K,3,4,H \ H,86,81,84,87,80,82,"178cm | 5'10""  Average (73kg)",3502,500,2393
Sidney Govou,87,"CAM  RM,CF,ST",World Cup Hero  Controlled,0,4,4,H \ M,90,90,83,89,56,71,"175cm | 5'9""  Average (75kg)",1976,479,2292
Xabi Alonso,87,CDM  CM,Icon  Lengthy,0,3,4,M \ H,67,78,85,78,83,81,"183cm | 6'0""  Average (77kg)",-82,472,2302
David De Gea,87,GK,Normal  Controlled,8K,1,3,M \ M,88,80,76,89,51,84,"192cm | 6'4""  Unique (76kg)",732,468,1056
Hugo Lloris,87,GK,Normal  Controlled,12K,1,1,M \ M,88,83,74,88,61,84,"188cm | 6'2""  Unique (82kg)",257,478,1041
Trent Alexander-Arnold,87,RB  RWB,Normal  Controlled,6.4K,3,4,H \ M,76,69,89,80,80,73,"180cm | 5'11""  Unique (69kg)",81,467,2260
Kalidou Koulibaly,87,CB,Normal  Lengthy,8.7K,2,4,M \ H,82,33,59,68,88,85,"187cm | 6'2""  Unique (89kg)",1726,415,1828
Rodri,87,CDM,Rare  Controlled,9.2K,3,4,M \ H,58,72,78,79,83,84,"191cm | 6'3""  High & Average (82kg)",98,454,2169
Andrew Robertson,87,LB  LWB,Normal  Controlled,6.9K,3,2,H \ H,80,61,81,81,82,76,"178cm | 5'10""  Unique (64kg)",306,461,2187
Fabinho,87,CDM  CB,Normal  Lengthy,6.7K,3,2,M \ H,66,69,78,77,86,83,"188cm | 6'2""  Unique (78kg)",280,459,2203
Frenkie de Jong,87,CM,Normal  Controlled,0,4,3,H \ M,82,69,86,87,77,78,"180cm | 5'11""  Unique (74kg)",1795,479,2279
Antonio Rüdiger,87,CB,Rare  Lengthy,14K,2,3,H \ H,82,53,71,67,86,85,"190cm | 6'3""  High & Average+ (85kg)",2615,444,2030
Thomas Müller,87,CAM  CF,Normal  Controlled,6.9K,3,4,H \ H,69,84,83,80,56,71,"185cm | 6'1""  High & Average+ (76kg)",168,443,2172
Leon Goretzka,87,CM  CDM,Normal  Controlled,0,3,4,H \ M,78,82,82,83,81,86,"189cm | 6'2""  Unique (82kg)",1168,492,2338
Marco Verratti,87,CM  CAM,Normal  Controlled,19.5K,4,4,M \ H,60,61,87,91,79,66,"165cm | 5'5""  Unique (60kg)",136,444,2219
Mike Maignan,87,GK,Normal  Controlled,8K,1,4,M \ M,85,82,85,89,51,85,"191cm | 6'3""  High & Average (89kg)",1188,477,1136
Ciro Immobile,87,ST  CF,IF  Controlled,18K,3,4,H \ M,86,88,70,81,40,77,"185cm | 6'1""  Unique (85kg)",323,442,2128
Joe Cole,87,"RW  RM,CAM,LW",Hero  Explosive,29K,4,4,H \ M,88,84,86,90,51,72,"176cm | 5'9""  Short & Lean- (73kg)",975,471,2247
Iván Córdoba,87,CB,Hero  Controlled,19K,2,3,L \ H,86,63,65,68,90,87,"173cm | 5'8""  Average (70kg)",2222,459,2186
Jorge Campos,87,GK,Hero  Explosive,35K,3,4,M \ M,93,83,81,90,84,80,"170cm | 5'7""  Short & Lean (65kg)",72,511,1986
Hidetoshi Nakata,87,CAM  CM,Hero  Controlled,27.75K,4,4,M \ M,85,84,85,86,62,65,"175cm | 5'9""  Lean (72kg)",1023,467,2289
Iker Casillas,87,GK,Icon  Controlled,0,1,3,M \ M,87,84,80,91,61,84,"185cm | 6'1""  Average (70kg)",-85,487,1253
Yaya Touré,87,"CDM  CM,CAM",Hero  Lengthy,29K,4,4,M \ M,78,83,86,84,80,89,"188cm | 6'2""  High & Average+ (90kg)",3081,500,2386
Claudio Marchisio,87,"CM  CDM,LM",Hero  Controlled,27.5K,4,4,H \ H,82,81,85,86,80,82,"180cm | 5'11""  Lean (74kg)",2523,496,2374
Tomas Brolin,87,"ST  CAM,CF,RW",Hero  Explosive,19K,4,3,H \ H,87,88,83,90,59,69,"176cm | 5'9""  Average (73kg)",2213,476,2319
Harry Kewell,87,"LW  LM,CAM",Hero  Explosive,25.75K,4,3,M \ M,90,85,88,88,52,69,"180cm | 5'11""  Average (74kg)",843,472,2269
Wojciech Szczesny,87,GK,IF  Controlled,26.75K,1,3,M \ M,87,83,74,88,50,87,"195cm | 6'5""  High & Average+ (90kg)",372,469,968
Darwin Núñez,87,"ST  CF,LW",OTW  Controlled,37K,3,3,H \ H,94,87,76,85,47,91,"186cm | 6'1""  High & Average+ (80kg)",3558,480,2271
Corentin Tolisso,87,CM  CDM,OTW  Controlled,24.5K,3,3,H \ M,77,85,83,86,84,83,"181cm | 5'11""  Average (81kg)",-199,498,2408
Sergej Milinkovic-Savic,87,CM,IF  Lengthy,17.75K,4,5,H \ M,70,82,83,83,80,87,"191cm | 6'3""  High & Average (76kg)",511,485,2323
Kevin Trapp,87,GK,IF  Controlled,23.5K,1,4,M \ M,85,84,81,88,47,86,"189cm | 6'2""  High & Average (84kg)",228,471,901
Dejan Kulusevski,87,"RW  RM,CF",Champions League SBC  Controlled,159.15K,4,3,H \ M,86,85,86,88,62,83,"186cm | 6'1""  High & Average (75kg)",-1730,490,2315
Ibrahima Konaté,87,CB,Champions League  Lengthy,0,3,2,M \ H,84,40,66,76,88,86,"194cm | 6'4""  High & Stocky (95kg)",1672,440,1975
Zambo Anguissa,87,CDM  CM,Champions League  Controlled,20.5K,3,3,M \ L,84,77,80,88,87,90,"184cm | 6'0""  Average (78kg)",2920,506,2361
Aaron Wan-Bissaka,87,RB  RWB,Europa League  Controlled,14.25K,3,2,M \ M,90,57,75,83,86,83,"183cm | 6'0""  Unique (72kg)",1782,474,2214
Patrik Schick,87,ST  CF,Champions League  Controlled,22.25K,4,3,H \ M,82,87,74,85,38,79,"191cm | 6'3""  High & Average (85kg)",490,445,2108
Ismaël Bennacer,87,CDM  CM,Champions League SBC  Explosive,25.55K,4,3,H \ M,83,74,86,91,84,83,"175cm | 5'9""  Lean (70kg)",8945,501,2407
Lucas Paquetá,87,"CAM  CM,CF",Conference League  Controlled,30K,5,4,H \ H,80,84,85,90,76,84,"180cm | 5'11""  Average (72kg)",3244,499,2393
Sávio Moreira de Oliveira,87,RW  RM,Europa League SBC  Explosive,27.2K,4,3,M \ M,90,86,88,89,42,65,"176cm | 5'9""  Lean (71kg)",2646,460,2197
João Mário,87,CM,Champions League SBC  Controlled,66.1K,3,4,M \ L,83,83,88,89,74,75,"179cm | 5'10""  Lean (73kg)",1002,492,2364
Leonardo Bonucci,87,CB,Rulebreakers  Lengthy,28.5K,2,4,M \ H,78,63,72,68,87,85,"190cm | 6'3""  High & Average (85kg)",1122,453,2130
Kalvin Phillips,87,CDM  CM,Rulebreakers  Controlled,30K,3,3,M \ H,75,73,84,83,88,80,"178cm | 5'10""  Stocky (72kg)",2348,483,2305
Nabil Fekir,87,CAM,Rulebreakers  Controlled,19K,4,4,H \ M,85,85,88,84,40,83,"173cm | 5'8""  Stocky (75kg)",598,465,2217
Nicolò Barella,87,CM,IF  Explosive,22K,3,3,H \ H,80,78,84,85,79,82,"172cm | 5'8""  Short & Lean- (68kg)",1595,488,2367
Lorenzo Insigne,87,"LW  LM,CF",Rulebreakers SBC  Explosive,50.45K,4,4,H \ M,90,85,87,86,40,51,"163cm | 5'4""  Unique (59kg)",4175,439,2148
Dimitri Payet,87,"CAM  ST,LW",Rulebreakers  Controlled,0,4,4,H \ M,87,86,81,86,44,78,"175cm | 5'9""  Stocky (77kg)",1154,462,2185
Davinson Sánchez,87,CB,Rulebreakers  Lengthy,30K,2,2,M \ H,80,52,71,63,87,86,"187cm | 6'2""  Unique (81kg)",550,439,1987
Lautaro Martínez,87,ST  CF,IF  Controlled,18.5K,4,4,H \ M,84,85,74,86,49,85,"174cm | 5'9""  Unique (72kg)",721,463,2242
Federico Chiesa,87,"RW  RM,CAM",Out Of Position SBC  Explosive,140.15K,4,4,H \ M,93,85,81,89,51,77,"175cm | 5'9""  Average (70kg)",6007,476,2226
Fred,87,"LM  CF,LW",Out Of Position  Explosive,30K,4,3,H \ H,88,80,84,88,65,78,"169cm | 5'7""  Short & Lean (62kg)",687,483,2363
Mauro Icardi,87,"LW  LM,CAM",Out Of Position SBC  Controlled,52K,4,4,M \ M,87,85,82,86,43,81,"181cm | 5'11""  Unique (75kg)",-1206,464,2241
Cody Gakpo,87,LW  LM,Eredivisie POTM SBC  Controlled,49.7K,4,4,H \ M,90,86,83,88,45,80,"189cm | 6'2""  High & Average+ (76kg)",2024,472,2220
Anssumane Fati,87,ST  CF,Out Of Position SBC  Explosive,317.3K,4,4,H \ M,92,85,81,87,36,63,"178cm | 5'10""  Unique (66kg)",-2177,444,2158
Rafael Leão,87,LW  LM,POTM Serie A SBC  Controlled,204.8K,4,4,M \ L,93,81,78,89,30,79,"188cm | 6'2""  High & Average (81kg)",3194,450,2103
Serge Gnabry,87,RM  RW,World Cup PTG  Controlled,0,4,4,H \ M,87,87,82,87,44,73,"176cm | 5'9""  Unique (77kg)",1363,460,2166
